Tweet,Emotions
Dear Santa. New xbox controller please. Just smashed mine due to being fuckin shit on  ,anger
I don't think she know how good ima give it to her ? ;D&lt;3,surprise
A CITY 'S terror-stricken minicab drivers are threatening to quit their jobs in fear after the murder of a young cabbie . ,fear
"Aunty, I didnt make twitter 2 follow u,I see u at my house everydAy.    Of course I didn't say that out loud..   ",fear
@JoelOsteen Can't wait until you're back N Los Angeles. A Night of Hope was so inspirational when u were at Dodgers Stadium. That's  ,joy
Dude they forgot to put bacon on my burger... ,anger
Only one more play with my girl @JohnnyDemp and the rest of my crew  #muchlovetothecrew \m/,sadness
"Playing NOW on Hardest: BYZPO Radio Show Session #17. Tune in, listen and enjoy. #fb",fear
That random point in the day when the thought crosses my mind that I no longer have my pain bearing wisdom teeth ,joy
" Yeah , and ? ",neutral
His grief-stricken widow destroyed all his cricket clothes and equipment . ,sadness
Running late and my car is frozen solid ,joy
"Such old people may have little embarrassment with each other about bodily functions , perhaps less than some husbands and wives because they were the stuff of taken-for-granted childhood . ",shame
"` Give over , will yer , "" pleaded the disconsolate convener , slapping jam on his butty . ",sadness
Christmas DJ for Salado Junior High Christmas float.. #ChristmasParade,joy
You know it's time to get your monthly allowance when your grandparents forgot how to answer the phone  ,sadness
Mediate on this: the Lord your God will NEVER leave you nor forsake you... rest assured.. Brings uncontainable unshakable ,joy
Muy excited to finally get some sleep. Round two of baby watching tomorrow morning ,joy
"Pump, Pump, Pump it up! Pump that Christmas spirit up(;  #Blessed",joy
"When I heard that a good friend, who had been abroad for a long time, would come and see me.",joy
"She disliked the intimacy he showed towards some of them , was resentful of the memories they shared of which she was not a part , and felt excluded . ",anger
@KatePinkSmith @sam_bottega thanks it did suit! I love it when you find the right card. ,joy
"My grandmother several times has been struck by cerebral hemorrhages. Until now she recovered well each time, but there is always the threat to loose her.",fear
"Net thuis van lekker trainen, mijn subtiele vraagpoging om erachter te komen wat (..) wil is mislukt ",surprise
"Santa Clause isn't real, some people think cucumbers taste better pickled, &amp; OJ did that shit. ",surprise
My night consists of baking pies cookies and making posters ,joy
While paddling in the river during a storm.  I feared drowning.,fear
@ablake93 y you on the sofa bed?? I'm at workshop next thur and fri ,joy
I'm so tired and I hurt so bad! Pulled my hamstring or groin. ,joy
I want to dream again ... so the nightmares will stop.. havent hd this much nightmares in a row :(  #loss,fear
Lying in bed...lost in my thoughts about how to do what I'm called to and love  in the midst/bcuz of it all.  ,joy
"@Robertc1970 Awesome, awesome!  Inspiring in these days of more of the sameness!  in Vegas",surprise
We are pleased to see the guidance state unequivocally that major retail developments are inappropriate in Green Belts . ,joy
Happy Friday! Who is excited it's the weekend?  ,surprise
My father told me in the letter that my mother is ill.,sadness
There is a clear lesson there for a beleagured John Major and a rattled Tory government . ,fear
"Got approved for a Kay credit card for up to $500, going to buy James a watch! Shhhhhh lol ",surprise
Mawning...joy cms in d mawnin wen u survivd d nite...on ma mind,joy
bah I didn't know that someone has to be logged into the server within 9 chunks of crops in order for them to grow. ,sadness
@brianmcclean86 @Conork10 @PackyH ...Milner and Lennon are meeting us down in Sweet too.Don't breathe a word of it to Sean. #tears,surprise
When I won a position on the track-team for the trans-tasman games when I was eleven.,joy
In 12 hours ill be watching the season finale of  ,sadness
After I had been away for a long time a friend told me that I had passed all my written examinations.,joy
"The Direktor felt , not for the first time , deeply resentful of the fact that they had any part in choosing the programme . ",anger
Leaving for the beach. 13 hour drive. ,joy
"when you say you're from guilderland, all the local college kids think you're a spoiled rich fag  ",sadness
"When I realized that my girlfriend, whom I like, and I were going to separate.",sadness
I had been watching a triller a dark night in the country and I had to go the outside toilet on my own. ,fear
 About 80 million dollars . ,joy
@lauren_ables I feel as though you are trying to indirectly insult me. ,sadness
"We hitch hiked our way back from a town rather drunk.  We were dropped in another town which was unknown to us.  I needed to urinate, so I did it on a wall which turned out to belong to the military headquarters.  They arrested me and made me pay a fine of 500 pts.  We had to go home on foot (6 km) since it was too late for anyone to give us a lift.",anger
"When a relative, who had come to our place, created untidyness and dirtyness.",anger
"“@RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #less”",fear
I felt fear when I was young and left in my big house all alone.,fear
@fanzoid321 wow is that a nice carborator... if u had one like that maybe sum1 would  end your @fanzinator #niceness?,sadness
Do you know how late it is ? ,anger
Detention tomorrow morning ,joy
" is an expression of ultimate and #love for #Christ.Praise also helps you to get into the #spirit realm, most certainly",joy
Gene having his daily watch of &quot;The Snowman&quot; ,joy
"In spite of everything , Burun felt depressed by the whole affair and could not understand why . ",sadness
Fearless means no need of the Courage. ,fear
 Thank you . ,neutral
 And ? ,neutral
"en weer trug, gister was gezellig en mtb ging vanochtend wel lekker, vamiddag kaasfondue #lekker #goeie",surprise
After my final examination at school I was glad that the examination was over and that I had passed it.,joy
I can not understand  or  I don't understand  or but I do understand one thing #lonelyness.,anger
"And to top off one of my bad days, I'm bored. #CouldBeWorseThough",joy
"Not only do I love left overs from last week, but I also love when they're half warm, half cold, its a fantastic ",surprise
Taheb 's face became sad . ,sadness
Omg jk I can't fail tomorrow. Just got back up to study more.  #iHATEmyself,fear
is nothing to be afraid of -- its just the door we push through to get to the other side,fear
- Those damn hoes in Tyga's video just upset me. I hope doing that video was worth it for them.. .,disgust
 You are passing the buck . I'll be hanged if I ask you to go to the park with us . ,anger
Slight hurdle this weekend is the blooming art exhibition organised at my soon to be old flat. A full 2 days of insufferable &quot;artists&quot; ,joy
Cute Ryan Reynolds look a like hasn't been in class the pass few days ,sadness
 For God's sake ! It's too bloody . How can people be so cruel ? ,anger
Finding out about the university does not have enough foreign currency to buy the yournals in your reference list.,sadness
 Next june . ,neutral
Canadian Magic show in Atlantic station. ,surprise
flat ironing my hair :-/,joy
Man united knocked out of champions league! I'm going to cry! ,sadness
" Sorry , I couldn ’ t help you . ",sadness
"` When we came to tell you that the service was postponed you were in a very agitated state -- but then it was difficult to persuade you to leave off playing . "" ",fear
"My guinea-pig had been ill for a couple of days.  One evening, when I came home I enquired as to how it was doing.  My mother's expression told me that it had died.  My knees refused to support me and I began to weep convulsively.",sadness
@msmallory2012 just told me I am pear shaped... ,joy
Be of good courage and not for Jesus Christ is right now working on your behalf and His zeal for you will perform this.Isaiah 9:7 #FB,fear
Bout to be up all night doing homework ,joy
"mom's homemade mac n cheese, ham, and a coors light  and for dessert..well that's a ",surprise
" Darn ! Oh , well . I guess it ’ s just not my day . Thanks anyway . ",anger
" I would like that Anna , but I think I ’ ll need a little space for a bit . ",sadness
School..check. Now I have to go get me finger cut open. ,joy
